song_id,name,artist,modify_times,num_beats_per_measure,num_quavers_per_beat,time_signature,time,human_labeled_bars_1,human_labeled_bars_2
389,情人,刀郎,1,2,2,4/4,189.83125,75,75
390,情人鹤顶红,叶贝文,2,2,2,4/4,214.49,80,80
391,情歌,梁静茹,3,2,2,4/4,259.3158121125,69,69
392,情毒,囚鸟,9,2,2,4/4,311.6711626875,98,98
393,情深深雨蒙蒙,赵薇,1,2,3,6/8,273.34406155,76,76
394,情花,本兮,1,2,2,4/4,239.52636292083335,84,84
395,情锁,陈星,1,2,2,4/4,255.21760192500003,73,73
396,惜别的海岸,龙飘飘,2,2,2,4/4,207.83894792499996,76,76
397,想你想到心里头,杨浩龙,1,2,2,4/4,303.203125,100,100
398,想你的夜,关喆,3,2,2,4/4,256.9433000083333,66,66
399,想你零点零一分,张靓颖,1,2,2,4/4,240.9678199729167,92,92
400,想和你去吹吹风,张学友,1,2,2,4/4,284.66241375,68,68
401,想太多,李玖哲,1,2,2,4/4,214.68751849791667,67,67
402,想念妈妈,天堂飘雪,2,2,2,4/4,303.0955084916667,96,97
403,想着你亲爱的,陈美惠,1,2,2,4/4,236.1140509875,55,54
404,想着你的好,祁隆,1,2,2,4/4,242.2143348125,91,91
405,想自由,林宥嘉,2,2,2,4/4,275.00582766458336,73,73
406,愁啊愁,迟志强,1,2,2,4/4,247.0406717875,88,88
407,感动天感动地,宇桐非,2,2,2,4/4,247.6042713666667,58,58
408,感恩的心,欧阳菲菲,1,2,2,4/4,289.2641989041667,77,77
409,愿做菩萨那朵莲,路勇,3,2,2,4/4,241.77989262291666,77,77
410,愿得一人心,李行亮,2,2,2,4/4,276.2561645625,107,107
411,成全,刘若英,2,2,2,4/4,269.02205240625,92,92
412,成都,民谣 赵雷,1,2,3,6/8,326.15725319166665,80,80
413,我,蔡依林,1,2,2,4/4,274.9673827979167,63,63
414,我不后悔,郑源,1,2,2,4/4,245.2088774416667,61,61
415,我不恨你,郑源,1,2,2,4/4,278.6985849375,75,75
416,我不想说,杨钰莹,1,2,2,4/4,260.74267884374996,77,77
417,我不愿让你一个人,五月天,1,2,2,4/4,260.71078025625,77,77
418,我以为,品冠,1,2,2,4/4,302.3414474083333,92,92
419,我们不一样,大壮,1,2,2,4/4,267.72116085,76,76
420,我们俩,郭顶,1,2,2,4/4,190.76977377291666,47,47
421,我们的明天【重返20岁】,鹿晗,3,2,2,4/4,231.23436166041665,69,69
422,我们的歌,王力宏,1,2,2,4/4,242.93904277500002,70,70
423,我们的爱,飞儿乐团,2,2,2,4/4,281.3400687916667,76,77
424,我们说好的,张靓颖,2,2,2,4/4,265.4497553625,82,82
425,我们都是好孩子,王筝,6,2,2,4/4,231.99605201666668,66,66
426,我会好好的,王心凌,1,2,2,4/4,262.60917575,71,71
427,我最亲爱的,张惠妹,2,2,2,4/4,279.28155050000004,81,81
428,我只在乎你,邓丽君,1,2,2,4/4,243.08057372500002,72,72
429,我在前世约了你,唐古,1,2,2,4/4,231.32242127083333,107,107
430,我多喜欢你，你会知道,王俊琪,1,2,2,4/4,194.8493421875,87,87
431,我好想你,苏打绿,2,2,2,4/4,321.5765780083334,99,100
432,我害怕,薛之谦,2,2,2,4/4,244.31325306041666,60,60
433,我很快乐,刘惜君,1,2,2,4/4,199.90208333333334,49,49
434,我总是一个人在练习一个人,林宥嘉,1,2,2,4/4,240.71102790416668,55,55
435,我想我不会爱你,田馥甄,2,2,2,4/4,277.97381160416666,89,89
436,我想我不够好,单色凌,2,2,2,4/4,169.960827075,79,80
437,我愿意,王菲,2,2,2,4/4,264.2912135270834,82,83
438,我是一只鱼,任贤齐,1,2,2,4/4,247.03588627916668,93,93
439,我是真的爱上你,王杰,1,2,2,4/4,296.1784165604167,81,81
440,我是真的真的很爱你,言承旭,2,2,2,4/4,310.21694436458336,95,95
441,我曾用心爱着你,潘美辰,1,2,2,4/4,270.71250995,80,80
442,我爱洗澡,范晓萱,1,2,3,6/8,176.19118148125,93,93
443,我爱的人,陈小春,1,2,2,4/4,258.53004450000003,69,70
444,我的中国心,张明敏,2,2,2,4/4,187.4010956125,68,68
445,我的唇吻不到我爱的人,王奕心,1,2,2,4/4,275.784980625,88,89
446,我的好兄弟,小沈阳,2,2,2,4/4,272.796155775,77,77
447,我的好妈妈,儿歌,2,2,2,4/4,72.56092970833333,27,27
448,我的心好冷,Sara,2,2,2,4/4,318.28296558333335,118,118
449,我的快乐就是想你,陈雅森,3,2,2,4/4,299.61457561875,94,94
450,我的情深若你懂,王建荣,4,2,2,4/4,259.4791969,76,76
451,我的楼兰,云朵,1,2,2,4/4,325.5703125,107,107
452,我的歌声里,曲婉婷,2,2,2,4/4,203.84608389375,56,56
453,我的眼里只有你,景岗山,2,2,2,4/4,278.89769414999995,78,79
454,我相信,杨培安,6,2,2,4/4,242.102097525,110,110
455,我真的受伤了,张学友,2,2,2,4/4,208.14615088749997,59,59
456,我知道你很难过,蔡依林,4,2,2,4/4,256.59343620833334,64,64
457,我等到花儿也谢了,张学友,5,2,2,4/4,265.39366551041667,71,71
458,我管你,华晨宇,3,2,2,4/4,264.288626925,100,100
459,我终于失去了你,赵传,2,2,2,4/4,281.58530344375,75,75
460,我要抱着你,庞龙,1,2,2,4/4,281.2009389666666,81,81
461,我要的飞翔,许飞,2,2,2,4/4,249.2453125,78,80
462,我走以后,张靓颖,2,2,2,4/4,279.919577575,52,52
463,我还想她,林俊杰,2,2,2,4/4,240.30416666666667,57,57
464,我这个你不爱的人,迪克牛仔,2,2,2,4/4,261.92054055833336,68,68
465,戒烟,李荣浩,3,2,2,4/4,291.5854166666667,70,70
466,手掌心,丁当,1,2,2,4/4,254.41242106041665,76,76
467,找一个字代替,邰正宵,1,2,2,4/4,276.49417525,67,67
468,把悲伤留给自己,陈升,1,2,2,4/4,267.02938983333337,49,49
469,把酒倒满,李晓杰,1,2,2,4/4,263.06348346041665,70,70
470,抹去泪水,韩宝仪,1,2,2,4/4,218.9663089375,118,118
471,拉住妈妈的手,刘和刚,1,2,2,4/4,223.96839113645837,52,53
472,掌声响起来,毛阿敏,3,2,2,4/4,252.45153326250002,71,71
473,搁浅,周杰伦,1,2,2,4/4,234.23246516666666,59,59
474,摘下满天星,郑少秋,1,2,2,4/4,277.23202371875,62,62
475,撕夜,阿杜,2,2,2,4/4,269.69876773125,69,69
476,擦肩而过,郑源,1,2,2,4/4,223.52733510000002,57,58
477,放不下的情缘,勾辉,1,2,2,4/4,275.13049416875,99,100
478,放手去爱,迪克牛仔,4,2,2,4/4,233.86054503749997,50,50
479,放生,范逸臣,1,2,2,4/4,265.6952802,73,74
480,放过,崔天琪,1,2,2,4/4,216.87478312500002,64,66
481,故乡,许巍,1,2,2,4/4,315.80262046666667,91,91
482,故乡的云,费翔,2,2,2,4/4,263.1712298875,95,95
483,数到五答应我,曹格,1,2,2,4/4,269.63194610833335,64,65
484,斑马斑马,张婧懿,4,2,2,4/4,180.60911293333334,48,49
485,新不了情,万芳,2,2,2,4/4,261.2714252,66,66
486,新女人花,陈瑞,1,2,2,4/4,321.87824955,92,92
487,新贵妃醉酒,李玉刚,1,2,2,4/4,275.42245909375004,87,87
488,旅行,许巍,1,2,2,4/4,260.5908108375,74,74
489,旅行的意义,陈绮贞,1,2,2,4/4,235.135540375,63,63
490,旋木,王菲,4,2,2,4/4,244.80109078750002,61,60
491,无奈的思绪,韩宝仪,3,2,2,4/4,212.76415751250002,79,79
492,无情的世界无情的你,冷漠,1,2,2,4/4,270.40510481250004,96,96
493,无所谓,杨坤,4,2,2,4/4,260.68541666666664,64,64
494,无条件,陈奕迅,1,2,2,4/4,223.8591292604167,59,59
495,日不落,蔡依林,1,2,2,4/4,222.7578125,111,111
496,时间煮雨,郁可唯,1,2,2,4/4,237.9954692375,82,83
497,明天你是否依然爱我,童安格,1,2,2,4/4,257.91724808541665,70,70
498,明天过后,张杰,1,2,2,4/4,233.05625,57,57
499,明明就,周杰伦,1,2,2,4/4,253.54775756249998,58,58
500,明月千里寄相思,徐小凤,1,2,2,4/4,198.32622265416668,61,61
501,明月天涯,五音Jw,2,2,2,4/4,234.40625,122,122
502,易燃易爆炸,陈粒,3,2,2,4/4,186.48705448541665,88,88
503,星座书上,许嵩,1,2,2,4/4,238.71223723333333,61,61
504,星月情缘,安东阳,1,2,2,4/4,254.0017636125,103,103
505,星月神话,金莎,3,2,2,4/4,247.72687289583334,85,85
506,星语心愿,任贤齐,4,2,2,4/4,226.92421264375,65,65
507,春夏秋冬的你,王宇良,2,2,2,4/4,294.95339521874996,82,83
508,春天的故事,董文华,3,2,2,4/4,369.1967976083333,90,90
509,春天里,汪峰,4,2,3,6/8,273.30574903125,67,67
510,春泥,庾澄庆,1,2,2,4/4,249.36145985208333,81,81
511,春风十里,鹿先森乐队,1,2,2,4/4,365.7458852458334,97,98
512,昨夜星辰,高胜美,1,2,2,4/4,191.28377860624997,84,84
513,是否我真的一无所有,王杰,3,2,2,4/4,259.22780026875,79,79
514,是非题,范玮琪,3,2,2,4/4,229.26692708333334,90,90
515,晚秋,毛宁,1,2,2,4/4,212.53219950416667,69,70
516,晴天,周杰伦,2,2,2,4/4,267.22893060833337,76,76
517,暖心,风语,1,2,2,4/4,299.335018125,77,77
518,暖暖,梁静茹,1,2,2,4/4,237.04443954791668,100,100
519,曲终人散,张宇,1,2,2,4/4,264.4042273625,97,97
520,曹操,林俊杰,3,2,2,4/4,239.911074475,71,71
521,曾经最美,朱铭捷,1,2,2,4/4,263.54903098333335,66,66
522,曾经心痛,卓依婷,1,2,2,4/4,274.8331021395834,85,85
523,曾经是我最爱的人,陈瑞,1,2,2,4/4,238.82192853333333,54,54
524,曾经爱过你,郑源,1,2,2,4/4,226.90544877708334,106,106
525,曾经的你,许巍,4,2,2,4/4,255.58909029999998,100,100
526,月亮代表我的心,张国荣,1,2,2,4/4,224.4741412583333,66,66
527,月亮惹的祸,张宇,3,2,2,4/4,251.63216064791663,63,63
528,月半小夜曲,陈慧娴,1,2,2,4/4,222.70231356458336,71,71
529,月半弯,陈坤,2,2,2,4/4,244.263079525,97,97
530,月满西楼,安雯,1,2,2,4/4,323.03362074375,77,77
531,月牙湾,F.I.R,1,2,2,4/4,301.4453269375,104,104
532,有一种爱叫做放手,阿木,4,2,2,4/4,262.4392684770834,69,69
533,有何不可,许嵩,1,2,2,4/4,237.88845130416667,98,98
534,有没有一种思念永不疲惫,许强,1,2,2,4/4,264.7057538125,113,113
535,有没有人告诉你,陈楚生,1,2,2,4/4,341.13475088125,87,87
536,朋友,周华健,2,2,2,4/4,301.69482356875,81,81
537,朋友别哭,吕方,2,2,2,4/4,242.01666666666668,75,75
538,朋友名义,六哲,2,2,2,4/4,206.61838296250002,47,47
539,朋友的酒,李晓杰,1,2,2,4/4,268.3989583333333,124,124
540,望星空,董文华,1,2,2,4/4,230.59171490000003,87,87
541,末班车,萧煌奇,1,2,2,4/4,281.594319225,132,132
542,杀猪刀,杨浩龙,4,2,2,4/4,193.09479166666668,96,96
543,枕着你的名字入眠,陈明,2,2,2,4/4,301.19166666666666,74,74
544,柠檬草的味道,蔡依林,1,2,2,4/4,268.2897718979167,75,75
545,桃花运,杨钰莹,1,2,2,4/4,237.3721763604167,119,119
546,梅花三弄,卓依婷,2,2,2,4/4,249.7327035375,78,78
547,梅花泪,云菲菲,2,2,2,4/4,244.146875,119,119
548,梦醒了,那英,2,2,2,4/4,290.56691003125,118,118
549,梦醒时分,陈淑桦,5,2,2,4/4,240.59205447500003,67,67
550,梦里想你多少回,雨露,4,2,2,4/4,236.15357628125003,87,87
551,梨花又开放,邱诗晗,2,2,2,4/4,202.83835425,98,98
552,棉花糖,至上励合,4,2,2,4/4,224.69391499999998,88,88
553,樱花草,Sweety,1,2,2,4/4,278.807153625,83,83
554,歌在飞,申菲,2,2,2,4/4,225.74828615625,78,78
555,死心塌地去爱你,门丽,2,2,2,4/4,214.47166666666666,66,66
556,殇雪,云菲菲,1,2,2,4/4,279.185416875,125,125
557,残酷月光,林宥嘉,3,2,2,4/4,265.1321399479167,67,67
558,比心更痛的眼眸,郑源,2,2,2,4/4,252.04493914166667,60,60
559,氧气,范晓萱,2,2,2,4/4,260.27788011458335,99,99
560,水手,郑智化,3,2,2,4/4,281.74839087500004,112,113
561,水星记,郭顶,2,2,2,4/4,319.9670730354167,86,86
562,水墨雪,陈瑞,2,2,2,4/4,270.53740520416665,79,79
563,永远是朋友,卓依婷,1,2,2,4/4,255.2554379604167,94,94
564,没了心的爱,任盈盈,1,2,2,4/4,256.5851414375,99,99
565,没有什么不同,曲婉婷,2,2,2,4/4,276.8292900125,118,118
566,没有你陪伴我真的好孤单,梦然,4,2,2,4/4,280.41694901458334,95,95
567,泪桥,伍佰,1,2,2,4/4,221.34478858333338,60,60
568,泪海,许茹芸,7,2,2,4/4,293.25178629166663,70,70
569,泼茶香,刘珂矣,1,2,2,4/4,257.0648157125,75,75
570,洋葱,杨宗纬,2,2,2,4/4,270.85905109375,72,72
571,流年,王菲,1,2,2,4/4,268.8770887416667,59,59
572,流星雨,F4,3,2,2,4/4,266.33978943333335,74,74
573,流浪歌,卓依婷,3,2,2,4/4,288.27309813958334,87,87
574,流着泪说分手,金志文,2,2,2,4/4,249.0750714375,79,79
575,浪人情歌,伍佰,2,2,3,6/8,263.8627833104167,76,76
576,浪花一朵朵,任贤齐,2,2,2,4/4,210.50995262499998,63,63
577,浪费,林宥嘉,1,2,2,4/4,304.0996689125,86,86
578,海浪,黄品源,4,2,2,4/4,281.7625,66,66
579,海芋恋,萧敬腾,2,2,3,6/8,237.70500806875,155,155
580,消愁,毛不易,1,2,2,4/4,176.18622629375002,39,39
581,淋雨一直走,张韵涵,1,2,2,4/4,201.25770367083334,78,78
582,清明雨上,许嵩,2,2,2,4/4,218.25283024375,64,64
583,渴望,毛阿敏,2,2,2,4/4,242.72894688333335,90,90
584,滚滚红尘,陈淑桦,3,3,2,3/4,182.65553242500002,90,90
585,滴答,侃侃,2,2,2,4/4,227.03860112500004,76,76
586,潇洒的走,高胜美,4,2,2,4/4,223.352201825,85,84
587,潮湿的心,卓依婷,2,2,2,4/4,312.613160575,90,90
588,火烧的寂寞,信,2,2,2,4/4,274.25498685,72,72
589,火苗,格格,3,2,2,4/4,204.622104525,73,74
590,灰姑娘,郑钧,2,2,2,4/4,301.289268,77,77
591,烛光里的妈妈,毛阿敏,2,2,2,4/4,256.55133845208337,61,63
592,爱,莫文蔚,3,3,2,3/4,189.81920846875,114,115
593,爱一点,莫艳琳,2,2,2,4/4,249.30419599999996,90,91
594,爱不爱我,零点乐队,2,2,2,4/4,322.8719287,90,91
595,爱与哀愁,童安格,3,2,2,4/4,250.98145225,74,74
596,爱久见人心,梁静茹,2,2,2,4/4,291.6825781333333,113,113
597,爱似水仙,金海心,5,2,2,4/4,231.672547,64,65
598,爱你一万年,韩宝仪,4,2,2,4/4,188.03609370625,54,54
599,爱你十分泪七分,裘海正,3,2,2,4/4,250.69429879166665,62,62
600,爱你没错,张信哲,1,2,2,4/4,248.13954075625,68,68
601,爱你那么多,陈瑞,1,2,2,4/4,284.06013651666666,66,66
602,爱到尽头也无悔,梦然,1,2,2,4/4,214.287743475,79,79
603,爱到深处全是泪,雨中百合,1,2,2,4/4,289.3066666666667,89,89
604,爱囚,庄心妍,1,2,2,4/4,236.48689554166668,54,54
605,爱在西元前,周杰伦,5,2,2,4/4,230.97367439583334,60,61
606,爱如潮水,张信哲,3,2,2,4/4,270.0729185916667,74,74
607,爱如空气,孙俪,2,2,2,4/4,276.77682239583334,54,54
608,爱就一个字,张信哲,3,2,2,4/4,265.4892733666667,65,65
609,爱情转移,陈奕迅,2,2,2,4/4,249.73406712500002,50,50
610,爱情这杯酒谁喝都得醉,闫旭,2,2,2,4/4,245.6651781,69,69
611,爱情错觉,王娅,2,2,2,4/4,243.5375,99,99
612,爱我的人和我爱的人,游鸿明,3,2,2,4/4,268.531410775,69,69
613,爱我还是他,陶喆,3,2,2,4/4,288.21302095,74,75
614,爱的世界只有你,祁隆,1,2,2,4/4,200.5025,82,82
615,爱的代价,张艾嘉,1,2,2,4/4,305.0409599895833,66,66
616,爱的天国,王心凌,1,2,2,4/4,209.650708325,49,49
617,爱的奉献,韦唯,2,2,2,4/4,215.14527624583334,76,76
618,爱的路上只有我和你,任贤齐,6,2,2,4/4,234.54445312083334,72,72
619,爱的魔法,金莎,1,2,2,4/4,188.53129615,73,73
620,爱笑的眼睛,林俊杰,3,2,2,4/4,245.99110394791668,67,67
621,爱要怎么说出口,林俊杰,4,2,2,4/4,231.05701120833334,55,54
622,父亲,筷子兄弟,2,2,2,4/4,297.05134746666664,87,89
623,父亲写的散文诗,李健,2,2,2,4/4,312.2794087937499,91,91
624,父亲的草原母亲的河,云飞,2,3,3,9/8,323.55010298958325,95,95
625,爸爸妈妈,王蓉,1,2,2,4/4,259.86918790625003,92,91
626,牧羊曲,龚玥,2,2,2,4/4,229.83426664166663,62,62
627,牵丝戏,Aki阿杰,1,2,2,4/4,238.05799670000002,84,84
628,牵挂你的人是我,高林生,1,2,2,4/4,234.28637294583334,105,105
629,狂浪生,李宗南,1,2,2,4/4,249.97666666666666,70,70
630,狐狸,薛之谦,1,2,2,4/4,229.21683015625,60,61
631,独家记忆,陈小春,2,2,2,4/4,298.928125,98,98
632,独角戏,许茹芸,1,2,3,6/8,269.2387307083333,63,63
633,狮子座,曾轶可,1,2,2,4/4,196.4695351166667,62,62
634,献给妈妈的歌,德乾旺姆,1,2,2,4/4,223.2126609,98,98
635,王妃,萧敬腾,3,2,2,4/4,217.37850225,110,110
636,玫瑰花的葬礼,许嵩,1,2,2,4/4,257.29831735,85,86
637,珊瑚颂,卓依婷,1,2,2,4/4,190.8869506604167,89,89
638,甘心情愿,郭峰,1,2,2,4/4,296.39105981666665,84,84
639,甜甜的,周杰伦,6,2,2,4/4,236.18193886875002,113,113
640,甜蜜蜜,邓丽君,3,2,2,4/4,205.49294519583333,108,108
641,生如夏花,朴树,2,2,2,4/4,284.4854298,122,122
642,生日礼物,江涛,1,2,2,4/4,260.3645833333333,63,63
643,生生,林俊杰,1,2,2,4/4,244.85416666666666,58,58
644,用心良苦,张宇,2,2,2,4/4,266.48634978125006,69,69
645,电台情歌,莫文蔚,1,2,2,4/4,241.6120773416667,68,68
646,男人的好,张宇,2,2,2,4/4,222.12456730000002,57,57
647,男孩,梁博,1,2,2,4/4,304.932515675,89,89
648,画颜,魏新雨,1,2,2,4/4,200.03419864583336,52,52
649,留什么给你,孙楠,1,2,2,4/4,233.25901736249995,68,68
650,疑心病,任然,1,2,2,4/4,279.31470261666664,71,72
651,痒,黄龄,2,2,2,4/4,219.60261029791667,55,56
652,痴心绝对,李圣杰,1,2,2,4/4,253.71165789375,111,111
653,白桦林,朴树,6,3,2,3/4,222.83355818333334,144,143
654,白色恋人,游鸿明,2,3,2,3/4,281.18685326875,116,115
655,白龙马,儿童歌曲,1,2,2,4/4,123.1730902,49,49
656,百万个吻,陈明真,3,2,2,4/4,253.60429957708334,104,104
657,盛夏,毛不易,2,2,2,4/4,288.67349455,73,73
658,盛夏的果实,莫文蔚,3,2,2,4/4,248.93604130416665,85,85
659,相思河,风语,1,2,2,4/4,313.13125,77,77
660,相思渡口,祁隆,3,2,2,4/4,223.07200926875,100,101
661,相思的债,陈瑞,1,2,2,4/4,287.5254286,80,80
662,相逢是首歌,俞静,1,3,2,3/4,254.05137616666667,168,168
663,眉间雪,晴愔,1,2,2,4/4,258.15317119375,98,98
664,看得最远的地方,张韶涵,2,2,2,4/4,240.48764355625,111,111
665,看月亮爬上来,张杰,4,2,2,4/4,194.306640625,47,47
666,看透爱情看透你,冷漠,1,2,2,4/4,271.60194359375004,96,96
667,真爱你的云,黄国俊,3,2,2,4/4,303.03605899166666,130,130
668,着魔,张杰,2,2,2,4/4,208.8365471875,104,104
669,知道不知道,邓丽君,2,2,2,4/4,153.47268794166666,65,65
670,短发,梁咏琪,4,2,2,4/4,274.206930875,130,130
671,祈祷,卓依婷,3,2,2,4/4,277.09240648749994,76,76
672,祖国祖国我们爱你,儿歌,1,2,2,4/4,109.91125,45,45
673,祝你平安,孙悦,2,2,2,4/4,236.76674406458335,64,64
674,祝我生日快乐,温岚,1,2,2,4/4,255.00073437916663,78,78
675,神奇的九寨,容中尔甲,2,2,2,4/4,306.96108992291664,85,85
676,离人愁,李袁杰,1,2,2,4/4,229.19333333333333,69,69
677,离别,阿杜,2,2,2,4/4,224.58174145,59,60
678,离别的秋天,孙露,2,2,3,6/8,253.54085724791668,66,67
679,秋叶黄了想爹娘,赵真,1,2,2,4/4,249.89059168125002,106,106
680,秋天不回来,王强,3,2,2,4/4,247.80712235000001,78,78
681,秋风落叶,姜玉阳,3,2,2,4/4,203.68069494166667,93,93
682,移情别恋,郭峰,2,2,2,4/4,248.51894785625,69,69
683,空城,杨坤,5,2,2,4/4,273.28258166666666,73,73
684,突然好想你,五月天,7,2,2,4/4,261.19111496041666,74,74
685,突然想起你,林宥嘉,2,2,2,4/4,272.235,111,111
686,站在草原望北京,乌兰图雅,1,2,2,4/4,241.24875,99,99
687,童年,罗大佑,1,2,2,4/4,230.65116657083334,110,110
688,童话镇,许娜,1,2,2,4/4,258.647254675,71,71
689,笑忘书,李荣浩,2,2,3,6/8,257.85546875,68,68
690,笑红尘,陈淑桦,2,2,2,4/4,252.39825132083334,125,126
691,笑脸,谢东,1,2,2,4/4,247.3070066666666,113,113
692,笔记,周笔畅,3,2,2,4/4,243.8360656875,84,84
693,笨小孩,刘德华  吴宗宪  柯受良,2,2,3,6/8,226.5116414875,75,75
694,第一次,光良,6,2,2,4/4,255.7074752833333,111,111
695,第一次爱的人,王心凌,1,2,2,4/4,225.02148561874998,87,87
696,第三者的第三者,弦子,1,2,2,4/4,279.24205739375003,81,81
697,等不到的爱,文章,3,2,2,4/4,274.4166666666667,68,68
698,等你的季节【步步惊心】,刘诗诗,5,2,2,4/4,238.0255065,74,74
699,等你等了那么久,祁隆,1,2,2,4/4,300.890625,97,98
700,等我回家,薛之谦,3,2,2,4/4,286.4543957458333,109,109
701,答应不爱你,郑中基,1,2,2,4/4,193.10291206666662,50,50
702,简单爱,周杰伦,3,2,2,4/4,267.59634620833333,104,104
703,算了,崔阿扎,5,2,2,4/4,274.31757555416664,72,72
704,算什么男人,周杰伦,1,2,2,4/4,279.7578465229167,120,120
705,篱笆墙的影子,毛阿敏,2,2,2,4/4,271.3015537395833,67,67
706,类似爱情,萧亚轩,1,2,2,4/4,273.37848517291667,84,84
707,粉红色的回忆,邓丽君,1,2,2,4/4,183.6756753625,82,82
708,精忠报国,屠洪纲,4,2,2,4/4,215.13101850624997,88,87
709,繁花,董贞,3,2,2,4/4,219.3517393125,74,74
710,红尘客栈,周杰伦,2,2,2,4/4,268.7340503854167,99,99
711,红尘情歌,高安,2,2,2,4/4,203.76816673124998,74,74
712,红玫瑰,张碧晨,2,2,2,4/4,211.31302457083333,62,61
713,红色高跟鞋,蔡健雅,6,2,2,4/4,203.4104571208333,73,72
714,红豆,王菲,5,2,2,4/4,253.33979376875,116,116
715,红豆红,余静,1,2,2,4/4,240.9045540375,89,89
716,红颜旧,刘涛,2,2,2,4/4,217.09260187499999,67,67
717,约定,周蕙,5,2,2,4/4,253.0671875,84,84
718,练习,刘德华,1,2,2,4/4,254.37023247916667,119,119
719,绅士,薛之谦,6,2,2,4/4,289.605103875,67,67
720,绒花,李谷一,1,2,2,4/4,212.49995857291668,48,48
721,给未来的自己,梁静茹,3,2,2,4/4,248.03860331250002,75,75
722,绝口不提爱你,郑中基,2,2,2,4/4,292.54043364999995,98,98
723,绿岛小夜曲,邓丽君,2,2,2,4/4,224.5132332625,78,78
724,缘,高胜美,1,2,2,4/4,193.97386749999998,66,66
725,缘分五月,伍月,6,2,2,4/4,315.7703281,92,92
726,罗曼蒂克的爱情,贺敬轩,2,2,2,4/4,204.93333333333334,50,50
727,美丽心情,本多RuRu,4,2,2,4/4,265.3982410375,82,82
728,美丽的草原我的家,佚名女,2,2,2,4/4,197.9550207375,55,55
729,美人吟,李玲玉,2,2,2,4/4,235.4953125,77,78
730,美酒加咖啡,邓丽君,3,2,2,4/4,159.00919699166667,60,60
731,翅膀,林俊杰,1,2,2,4/4,217.88947346666666,62,61
732,老妹你真美,韩东,1,2,2,4/4,200.5789660875,73,73
733,老婆你辛苦了,祁隆,1,2,2,4/4,239.31587649583332,71,71
734,老父亲,祁隆,1,2,2,4/4,276.9375184625,66,66
735,老男孩,筷子组合,2,2,2,4/4,294.016610625,83,83
736,肩上的云,王建荣,4,2,2,4/4,250.91697881250002,76,76
737,胆小鬼,梁咏琪,2,2,2,4/4,256.75376836875,119,120
738,背叛,曹格,2,2,2,4/4,314.23952168541666,81,81
739,背对背拥抱,林俊杰,3,2,2,4/4,229.62117298125,59,59
740,胡桃夹子,张碧晨,5,2,2,4/4,316.5418865750001,78,78
741,自从有了你,赵薇,3,2,3,6/8,200.27206333958333,59,59
742,自从离别后,赵薇,1,2,2,4/4,259.25597909375,88,89
743,至少还有你,林忆莲,2,2,2,4/4,268.191262,68,68
744,致青春,王菲,3,3,2,3/4,223.90207933333335,131,130
745,舍不得忘记你,望海高歌,3,2,2,4/4,317.8025,131,131
746,舍得,王呈章,1,2,2,4/4,259.82928185,90,90
747,芊芊,回音哥,1,2,2,4/4,237.53481141666666,69,69
748,芙蓉雨,刘珂矣,3,2,2,4/4,241.81394737500003,71,72
749,芦花,雷佳,1,3,2,3/4,238.99493583333333,167,167
750,花太香,任贤齐,1,2,2,4/4,273.1094491125,100,100
751,花海,周杰伦,2,2,2,4/4,257.7683333333333,79,79
752,花香,许绍洋,2,2,2,4/4,260.6299629541667,100,100
753,苏州河,薛凯琪,3,2,2,4/4,234.30926483333332,57,58
754,苦咖啡,汤潮,5,2,2,4/4,293.3063951666667,118,118
755,草原上升起不落的太阳,蒋大为,3,2,2,4/4,175.04452636666664,49,49
756,莉莉安,宋冬野,2,3,2,3/4,246.08991506041664,123,123
757,菊花台,周杰伦,3,2,2,4/4,296.0178517,83,83
758,菩提偈,刘惜君,2,2,2,4/4,241.61674556249997,77,77
759,萍聚,卓依婷,2,2,2,4/4,196.98377334166665,76,76
760,葫芦娃,儿童歌曲,1,2,2,4/4,88.16510413750001,52,52
761,蒲公英的约定,周杰伦,1,2,2,4/4,242.37841793333334,67,67
762,蓝莲花,许巍,2,2,2,4/4,267.83680491875,96,97
763,藕断丝连,陈瑞,2,2,2,4/4,289.572265625,71,71
764,虫儿飞,童声,1,2,2,4/4,94.839909125,19,19
765,虹之间,金贵晟,3,2,2,4/4,247.8015379125,68,68
766,血染的风采,董文华,4,2,2,4/4,284.47951108333336,60,60
767,被伤过的心还可以爱谁,六哲,1,2,2,4/4,298.07421875,78,78
768,西海情歌,降央卓玛,1,2,2,4/4,292.5511038625,92,92
769,认错,许嵩,2,2,2,4/4,267.867513125,94,94
770,让她降落,何璐,1,3,2,3/4,236.46166666666667,97,96
771,让我留在你身边,唐汉霄,1,2,2,4/4,188.72580194583333,67,67
772,记事本,陈慧琳,1,2,2,4/4,242.14707928125,79,79
773,记得,林俊杰,4,2,2,4/4,283.55337534166665,69,69
774,许多年以后,赵鑫,1,2,2,4/4,308.9140103125,72,72
775,该死的懦弱,胜屿,9,2,3,6/8,238.30445137083333,60,61
776,说了再见,周杰伦,2,2,2,4/4,275.40246970833334,70,70
777,说句心里话,阎维文,1,2,2,4/4,191.67777206666665,50,50
778,说好了不见面,小贱,2,2,2,4/4,203.73752124166666,60,61
779,说好的幸福呢,周杰伦,1,2,2,4/4,249.34723858125,116,116
780,说散就散,袁娅维,2,2,2,4/4,236.98061487708333,68,68
781,说爱我,梁一贞,7,2,2,4/4,280.27843711875,77,77
